A;B;lat;long;id;date;category;location;mode;price;antigüedad;area Costruida;area privada;valor arriendo;valor administracion;parqueaderos;Habitaciones;baños;estrato
4241;1060;6.250.573;-7.561.615;5076-209266;20/06/2021;Casa;Santa Monica;Arriendo;$ 2.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida270 m²'; 'Área privada135 m²'; 'Valor arriendo$2.000.000';; 'Parqueaderos1'; '3Habitaciones'; '2Baños';" '4Estrato']"""
4242;1060;6.240.628;-75.607.994;3267-12544;24/07/2021;Casa;La Castellana;Arriendo;$ 3.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida190 m²'; 'Área privada190 m²'; 'Valor arriendo$3.500.000';; 'Parqueaderos1'; '5Habitaciones'; '2Baños';" 'nullEstrato']"""
4243;1060;624.764;-7.556.582;11392-M3034591;23/08/2021;Casa;El Diamante;Arriendo;$ 1.100.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida120 m²'; 'Área privada120 m²'; 'Valor arriendo$1.100.000';;; '4Habitaciones'; '2Baños';" '2Estrato']"""
4244;1060;62.581.515;-7.559.322;11049-M2901620;22/09/2021;Casa;Estadio;Arriendo;$ 2.600.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida200 m²'; 'Área privada200 m²'; 'Valor arriendo$2.600.000';; 'Parqueaderos1'; '5Habitaciones'; '4Baños'; '5Estrato'
4245;1061;61.935.043;-7.555.579;687-M2625563;23/08/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 1.120.000.000; 'AntigüedadMás de 20 años'; 'Área construida260 m²'; 'Área privada260 m²'; 'Valor arriendo$5.700.000'; 'Valor administración$700.000'; 'Parqueaderos2'; '3Habitaciones'; '4Baños';" '6Estrato']"""
4246;1061;;-7.555.528;687-M2105100;24/07/2021;Casa;EL POBLADO;Arriendo;$ 4.700.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida280 m²'; 'Área privada280 m²'; 'Valor arriendo$4.700.000';; 'Parqueaderos2'; '4Habitaciones'; '5Baños';" '6Estrato']"""
4247;1061;624.963;;11166-M2910526;20/06/2021;Casa;Barrio Cristobal;Arriendo;$ 1.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida110 m²'; 'Área privada110 m²'; 'Valor arriendo$1.000.000';;; '4Habitaciones'; '1Baños';" '3Estrato']"""
4248;1061;624.457;-7.560.224;4673-M2876888;22/09/2021;Casa;Laureles;Arriendo;$ 5.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida400 m²'; 'Área privada400 m²'; 'Valor arriendo$5.500.000';;; '5Habitaciones'; '4Baños'; '7Estrato'
4249;1062;61.984.987;-755.668;687-M2597340;24/07/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 3.850.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida1000 m²'; 'Área privada1000 m²'; 'Valor arriendo$20.000.000';; 'Parqueaderos4'; '5Habitaciones'; '5Baños';" '6Estrato']"""
4250;1062;6.202.959;-7.555.495;687-M2055529;20/06/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 660.000.000; 'AntigüedadMás de 20 años'; 'Área construida285 m²'; 'Área privada285 m²'; 'Valor arriendo$4.000.000'; 'Valor administración$420.000'; 'Parqueaderos2'; '4Habitaciones'; '3Baños';" '6Estrato']"""
4251;1062;621.533;;11397-M2982099;23/08/2021;Casa;La Mota;Arriendo;$ 2.300.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida165 m²'; 'Área privada165 m²'; 'Valor arriendo$2.300.000';; 'Parqueaderos1'; '3Habitaciones'; '4Baños';" '5Estrato']"""
4252;1062;62.057.667;-75.570.404;2264-44474;22/09/2021;Casa;PATIO BONITO;Arriendo;$ 14.600.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida560 m²'; 'Área privada560 m²'; 'Valor arriendo$14.600.000';; '0Parqueaderos'; '1Habitaciones'; '5Baños';
4253;1063;6.242.091;-7.559.761;2511-M2354355;20/06/2021;Casa;LAURELES;Arriendo;$ 12.300.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida475 m²'; 'Área privada475 m²'; 'Valor arriendo$12.300.000';; 'Parqueaderos1'; '3Habitaciones'; '3Baños';" '5Estrato']"""
4254;1063;62.064.595;-75.549.416;687-M2314178;24/07/2021;Casa;EL POBLADO;Arriendo;$ 11.500.000; 'AntigüedadMás de 20 años'; 'Área construida600 m²'; 'Área privada600 m²'; 'Valor arriendo$11.500.000';; 'Parqueaderos4'; '5Habitaciones'; '5Baños';" '6Estrato']"""
4255;1063;62.414.575;-7.559.788;2511-624;23/08/2021;Casa;Laureles;Arriendo;$ 2.600.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida200 m²'; 'Área privada200 m²'; 'Valor arriendo$2.600.000';;; '3Habitaciones'; '3Baños';" '4Estrato']"""
4256;1063;6.201.524;-75.572.174;687-1558455;22/09/2021;Casa;Manila;Arriendo;$ 3.300.000; 'AntigüedadMás de 20 años'; 'Área construida112 m²'; 'Área privada112 m²'; 'Valor arriendo$3.300.000';;; '3Habitaciones'; '1Baños'; '6Estrato'
4257;1064;621.533;;11397-M2982099;24/07/2021;Casa;La Mota;Arriendo;$ 2.300.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida165 m²'; 'Área privada165 m²'; 'Valor arriendo$2.300.000';; 'Parqueaderos1'; '3Habitaciones'; '4Baños';" '5Estrato']"""
4258;1064;623.794;-7.560.749;11394-M2869328;23/08/2021;Casa;La Castellana;Arriendo;$ 1.600.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida110 m²'; 'Área privada110 m²'; 'Valor arriendo$1.600.000';;; '3Habitaciones'; '3Baños';" '5Estrato']"""
4259;1064;62.439.327;-75.607.765;11392-A4484;20/06/2021;Casa;Simon Bolivar;Arriendo;$ 2.500.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida170 m²'; 'Área privada170 m²'; 'Valor arriendo$2.500.000';;; '3Habitaciones'; '2Baños';" '5Estrato']"""
4260;1064;62.407.713;-7.558.753;849-M2997979;22/09/2021;Casa;Laureles;Arriendo;$ 3.000.000; 'AntigüedadMás de 20 años'; 'Área construida180 m²'; 'Área privada180 m²'; 'Valor arriendo$3.000.000';; 'Parqueaderos1'; '3Habitaciones'; '2Baños'; '5Estrato'
4261;1065;62.002.106;-75.550.156;687-M1957720;24/07/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 1.580.000.000; 'AntigüedadMás de 20 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$11.000.000'; 'Valor administración$650.000'; 'Parqueaderos4'; '4Habitaciones'; '5Baños';" '6Estrato']"""
4262;1065;62.294.216;-7.559.748;2511-682;23/08/2021;Casa;Belen;Arriendo;$ 2.500.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida205 m²'; 'Área privada205 m²'; 'Valor arriendo$2.500.000';;; '4Habitaciones'; '3Baños';" '4Estrato']"""
4263;1065;62.084.837;-7.556.616;5136-25369;20/06/2021;Casa;Poblado;Arriendo;$ 7.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida59 m²'; 'Área privada59 m²'; 'Valor arriendo$7.500.000';;; '3Habitaciones'; '1Baños';" '5Estrato']"""
4264;1065;6.257.384;-7.560.327;12255-M2837310;22/09/2021;Casa;SANTA LUCIA;Arriendo;$ 3.400.000; 'AntigüedadMás de 20 años'; 'Área construida190 m²'; 'Área privada190 m²'; 'Valor arriendo$3.400.000';;; '5Habitaciones'; '3Baños'; '3Estrato'
4265;1066;6.216.775;;687-M2218371;23/08/2021;Casa;y Arriendo, Poblado;Venta y Arriendo;$ 795.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida260 m²'; 'Área privada260 m²'; 'Valor arriendo$4.000.000'; 'Valor administración$425.000'; 'Parqueaderos2'; '4Habitaciones'; '4Baños';" '6Estrato']"""
4266;1066;61.821.585;-7.555.756;687-M2635294;20/06/2021;Casa;EL POBLADO;Arriendo;$ 15.000.000; 'AntigüedadMás de 20 años'; 'Área construida542 m²'; 'Área privada542 m²'; 'Valor arriendo$15.000.000';; 'Parqueaderos4'; '4Habitaciones'; '5Baños';" '6Estrato']"""
4267;1066;621.335;-7.557.251;4673-M2876861;24/07/2021;Casa;Manila;Arriendo;$ 5.000.000; 'AntigüedadMás de 20 años'; 'Área construida189.4 m²'; 'Área privada189.4 m²'; 'Valor arriendo$5.000.000';;; '5Habitaciones'; '3Baños';" '7Estrato']"""
4268;1066;62.414.575;-7.559.788;2511-624;22/09/2021;Casa;Laureles;Arriendo;$ 2.600.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida200 m²'; 'Área privada200 m²'; 'Valor arriendo$2.600.000';;; '3Habitaciones'; '3Baños'; '4Estrato'
4269;1067;624.338;-7.560.268;4673-23551;24/07/2021;Casa;Simon Bolivar;Arriendo;$ 7.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida290 m²'; 'Área privada290 m²'; 'Valor arriendo$7.000.000';; 'Parqueaderos1'; '1Habitaciones'; '4Baños';" '7Estrato']"""
4270;1067;625.766;-7.556.449;2364-M2898014;20/06/2021;Casa;Centro;Arriendo;$ 5.000.000; 'AntigüedadMás de 20 años'; 'Área construida340 m²'; 'Área privada340 m²'; 'Valor arriendo$5.000.000';;; '5Habitaciones'; '5Baños';" '7Estrato']"""
4271;1067;62.639.747;-7.559.973;2895-2594389;23/08/2021;Casa;CALASANZ;Arriendo;$ 3.500.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida350 m²'; 'Área privada350 m²'; 'Valor arriendo$3.500.000';;; '1Habitaciones';;" '5Estrato']"""
4272;1067;62.126.775;-7.556.079;687-M2059181;22/09/2021;Casa;EL POBLADO;Arriendo;$ 15.800.000; 'AntigüedadMás de 20 años'; 'Área construida500 m²'; 'Área privada500 m²'; 'Valor arriendo$15.800.000';; 'Parqueaderos3'; '5Habitaciones'; '5Baños'; '6Estrato'
4273;1068;61.934.147;-7.557.062;687-M2432855;24/07/2021;Casa;EL POBLADO;Arriendo;$ 4.000.000; 'AntigüedadMás de 20 años'; 'Área construida247 m²'; 'Área privada247 m²'; 'Valor arriendo$4.000.000'; 'Valor administración$505.000'; 'Parqueaderos2'; '4Habitaciones'; '4Baños';" '6Estrato']"""
4274;1068;6.267.274;-7.555.029;2364-D16121;23/08/2021;Casa;Laureles;Arriendo;$ 5.500.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida280 m²'; 'Área privada280 m²'; 'Valor arriendo$5.500.000';; 'Parqueaderos1'; '5Habitaciones'; '4Baños';" '2Estrato']"""
4275;1068;62.356.586;-7.559.116;11393-A1203;20/06/2021;Casa;Rosales;Arriendo;$ 2.300.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida130 m²'; 'Área privada130 m²'; 'Valor arriendo$2.300.000';; 'Parqueaderos1'; '5Habitaciones'; '3Baños';" '5Estrato']"""
4276;1068;62.140.827;-75.572.876;10280-M3026535;22/09/2021;Casa;El Poblado;Arriendo;$ 4.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida208 m²'; 'Área privada208 m²'; 'Valor arriendo$4.000.000';; 'Parqueaderos1'; '5Habitaciones'; '5Baños'; '5Estrato'
4277;1069;6.199.361;-755.609;687-M2745789;24/07/2021;Casa;EL POBLADO;Arriendo;$ 8.200.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida400 m²'; 'Área privada400 m²'; 'Valor arriendo$8.200.000';; 'Parqueaderos4'; '3Habitaciones'; '5Baños';" '6Estrato']"""
4278;1069;623.884;-7.559.364;509-M3020195;23/08/2021;Casa;Laureles;Arriendo;$ 13.500.000; 'AntigüedadMás de 20 años'; 'Área construida600 m²'; 'Área privada600 m²'; 'Valor arriendo$13.500.000';; 'Parqueaderos1'; '5Habitaciones'; '5Baños';" '5Estrato']"""
4279;1069;62.561.073;-75.612.656;4673-31265;20/06/2021;Casa;San Javier;Arriendo;$ 1.800.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida110 m²'; 'Área privada110 m²'; 'Valor arriendo$1.800.000';;; '3Habitaciones'; '3Baños';" '4Estrato']"""
4280;1069;6.201.136;-7.556.425;687-M2253011;22/09/2021;Casa;Poblado;Arriendo;$ 2.600.000; 'AntigüedadMás de 20 años'; 'Área construida140 m²'; 'Área privada140 m²'; 'Valor arriendo$2.600.000';; 'Parqueaderos1'; '2Habitaciones'; '3Baños'; '6Estrato'
4281;1070;624.888;-7.561.228;4855-M2993184;24/07/2021;Casa;Santa Monica;Arriendo;$ 1.800.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida150 m²'; 'Área privada150 m²'; 'Valor arriendo$1.800.000';; 'Parqueaderos1'; '3Habitaciones'; '2Baños';" '4Estrato']"""
4282;1070;6.245.955;-7.558.111;4673-32365;20/06/2021;Casa;Conquistadores;Arriendo;$ 5.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida225 m²'; 'Área privada225 m²'; 'Valor arriendo$5.500.000';; 'Parqueaderos1'; '3Habitaciones'; '3Baños';" '5Estrato']"""
4283;1070;623.143;-755.995;11015-M2847657;23/08/2021;Casa;Belen;Arriendo;$ 2.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida148 m²'; 'Área privada148 m²'; 'Valor arriendo$2.500.000';;; '3Habitaciones'; '3Baños';" '4Estrato']"""
4284;1070;6.213.287;-75.576.256;12133-1633;22/09/2021;Casa;El Poblado;Arriendo;$ 17.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida900 m²'; 'Área privada900 m²'; 'Valor arriendo$17.000.000';;; '4Habitaciones'; '5Baños'; 'nullEstrato'
4285;1071;61.998.167;-7.555.501;687-M2753545;24/07/2021;Casa;EL POBLADO;Arriendo;$ 10.200.000; 'AntigüedadMás de 20 años'; 'Área construida790 m²'; 'Área privada790 m²'; 'Valor arriendo$10.200.000';; 'Parqueaderos4'; '4Habitaciones'; '5Baños';" '6Estrato']"""
4286;1071;6.217.483;-7.555.863;12647-M2922389;23/08/2021;Casa;LAS PALMAS;Arriendo;$ 5.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida300 m²'; 'Área privada300 m²'; 'Valor arriendo$5.500.000';;" '2Parqueaderos']"""; '3Habitaciones'; '4Baños';
4287;1071;6.303.245;-7.557.551;11429-A1284;20/06/2021;Casa;Pedregal;Arriendo;$ 850.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida80 m²'; 'Área privada80 m²'; 'Valor arriendo$850.000';;; '3Habitaciones'; '1Baños';" '2Estrato']"""
4288;1071;6.187.257;-75.551.125;687-M2057099;22/09/2021;Casa;EL POBLADO;Arriendo;$ 16.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida376 m²'; 'Área privada376 m²'; 'Valor arriendo$16.000.000';; 'Parqueaderos4'; '3Habitaciones'; '4Baños'; '6Estrato'
4289;1072;6.242.355;-7.558.152;12536-M3010816;23/08/2021;Casa;Conquistadores;Arriendo;$ 4.000.000; 'AntigüedadMás de 20 años'; 'Área construida220 m²'; 'Área privada220 m²'; 'Valor arriendo$4.000.000';; 'Parqueaderos1'; '5Habitaciones'; '3Baños';" '5Estrato']"""
4290;1072;624.764;-7.556.582;11392-M2889927;24/07/2021;Casa;Los Colores;Arriendo;$ 2.350.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida160 m²'; 'Área privada160 m²'; 'Valor arriendo$2.350.000';; 'Parqueaderos1'; '5Habitaciones'; '3Baños';" '5Estrato']"""
4291;1072;62.139.063;-755.722;10280-146784;20/06/2021;Casa;MANILA;Arriendo;$ 3.500.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida110 m²'; 'Área privada110 m²'; 'Valor arriendo$3.500.000';;; '1Habitaciones'; '2Baños';" '5Estrato']"""
4292;1072;624.456;-7.559.082;11166-M3073427;22/09/2021;Casa;Laureles;Arriendo;$ 2.700.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida300 m²'; 'Área privada300 m²'; 'Valor arriendo$2.700.000';;; '5Habitaciones'; '4Baños'; '5Estrato'
4293;1073;6.243.432;-7.558.091;82-M2055715;23/08/2021;Casa;CONQUISTADORES;Arriendo;$ 3.600.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida225 m²'; 'Área privada225 m²'; 'Valor arriendo$3.600.000';; 'Parqueaderos1'; '5Habitaciones'; '3Baños';" '5Estrato']"""
4294;1073;6.183.787;-7.557.238;687-M2565482;20/06/2021;Casa;EL POBLADO;Arriendo;$ 5.300.000; 'AntigüedadMás de 20 años'; 'Área construida318 m²'; 'Área privada318 m²'; 'Valor arriendo$5.300.000';; 'Parqueaderos2'; '4Habitaciones'; '4Baños';" '6Estrato']"""
4295;1073;6.207.401;-7.556.998;687-M2072674;24/07/2021;Casa;EL POBLADO;Arriendo;$ 6.800.000; 'AntigüedadMás de 20 años'; 'Área construida160 m²'; 'Área privada160 m²'; 'Valor arriendo$6.800.000';; 'Parqueaderos2'; '5Habitaciones'; '2Baños';" '5Estrato']"""
4296;1073;61.903.706;-7.558.146;687-M2558299;22/09/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 2.000.000.000; 'AntigüedadMás de 20 años'; 'Área construida360 m²'; 'Área privada360 m²'; 'Valor arriendo$14.000.000';; 'Parqueaderos4'; '5Habitaciones'; '5Baños'; '6Estrato'
4297;1074;6.207.493;-75.568.146;11049-M2904929;20/06/2021;Casa;Zona Rosa;Arriendo;$ 1.600.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida97 m²'; 'Área privada97 m²'; 'Valor arriendo$1.600.000';; 'Parqueaderos1'; '3Habitaciones'; '2Baños';" '4Estrato']"""
4298;1074;6.202.082;-7.556.307;687-M1988195;24/07/2021;Casa;EL POBLADO;Arriendo;$ 5.100.000; 'AntigüedadMás de 20 años'; 'Área construida290 m²'; 'Área privada290 m²'; 'Valor arriendo$5.100.000';; 'Parqueaderos4'; '4Habitaciones'; '5Baños';" '6Estrato']"""
4299;1074;61.907.105;-7.558.212;4673-35728;23/08/2021;Casa;Aguacatala;Arriendo;$ 11.800.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida494 m²'; 'Área privada494 m²'; 'Valor arriendo$11.800.000';;; '5Habitaciones'; '5Baños';" '6Estrato']"""
4300;1074;61.983.943;-75.569.374;687-M2200040;22/09/2021;Casa;y Arriendo, Poblado;Venta y Arriendo;$ 940.000.000; 'AntigüedadMás de 20 años'; 'Área construida267 m²'; 'Área privada267 m²'; 'Valor arriendo$4.300.000'; 'Valor administración$580.000'; 'Parqueaderos2'; '3Habitaciones'; '4Baños'; '6Estrato'
4301;1075;6.213.286;-7.556.984;2895-M2148074;20/06/2021;Casa;EL POBLADO;Arriendo;$ 4.500.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida391 m²'; 'Área privada391 m²'; 'Valor arriendo$4.500.000';; 'Parqueaderos1'; '5Habitaciones'; '3Baños';" '6Estrato']"""
4302;1075;6.223.656;-756.065;MC2659714;23/08/2021;Casa;BELEN LA PALMA - Noroccidente;Arriendo;$ 420.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida12 m²'; 'Área privada12 m²'; 'Valor arriendo$420.000';;; '1Habitaciones'; '1Baños';" '3Estrato']"""
4303;1075;61.907.105;-7.558.212;4673-35728;24/07/2021;Casa;Aguacatala;Arriendo;$ 11.800.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida494 m²'; 'Área privada494 m²'; 'Valor arriendo$11.800.000';;; '5Habitaciones'; '5Baños';" '6Estrato']"""
4304;1075;62.476.377;-7.556.582;12675-M3001849;22/09/2021;Casa;Belen Rosales;Arriendo;$ 4.100.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida280 m²'; 'Área privada280 m²'; 'Valor arriendo$4.100.000';;; '5Habitaciones'; '5Baños'; '4Estrato'
4305;1076;62.369.165;-7.559.123;2511-613;24/07/2021;Casa;Belen;Arriendo;$ 3.300.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida170 m²'; 'Área privada170 m²'; 'Valor arriendo$3.300.000';; 'Parqueaderos1'; '3Habitaciones'; '2Baños';" '4Estrato']"""
4306;1076;6.176.689;-7.556.656;687-M2578428;20/06/2021;Casa;EL POBLADO;Arriendo;$ 3.900.000; 'AntigüedadMás de 20 años'; 'Área construida260 m²'; 'Área privada260 m²'; 'Valor arriendo$3.900.000';; 'Parqueaderos2'; '3Habitaciones'; '4Baños';" '6Estrato']"""
4307;1076;6.233.827;-7.559.317;MC2753745;23/08/2021;Casa;BELEN ROSALES - Suroccidente;Arriendo;$ 3.000.000; 'AntigüedadMás de 20 años'; 'Área construida300 m²'; 'Área privada300 m²'; 'Valor arriendo$3.000.000';;; '4Habitaciones'; '3Baños';" '5Estrato']"""
4308;1076;62.397.428;-7.558.231;525-3569232;22/09/2021;Casa;Conquistadores;Arriendo;$ 4.700.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida260 m²'; 'Área privada260 m²'; 'Valor arriendo$4.700.000';;; '4Habitaciones'; '5Baños'; '5Estrato'
4309;1077;62.403.536;-7.559.576;12675-3850184;24/07/2021;Casa;Laureles;Arriendo;$ 6.900.000; 'AntigüedadMás de 20 años'; 'Área construida450 m²'; 'Área privada450 m²'; 'Valor arriendo$6.900.000';; 'Parqueaderos2'; '5Habitaciones'; '4Baños';" '5Estrato']"""
4310;1077;62.576.056;-7.559.279;11049-M3040257;23/08/2021;Casa;Estadio;Arriendo;$ 2.500.000; 'AntigüedadMás de 20 años'; 'Área construida120 m²'; 'Área privada120 m²'; 'Valor arriendo$2.500.000';;; '4Habitaciones'; '3Baños';" '5Estrato']"""
4311;1077;623.605;-7.559.872;11705-3657834;20/06/2021;Casa;Belen Nogal;Arriendo;$ 1.200.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida70 m²'; 'Área privada70 m²'; 'Valor arriendo$1.200.000';;; '2Habitaciones'; '1Baños';" '3Estrato']"""
4312;1077;62.080.545;;687-M2033277;22/09/2021;Casa;EL POBLADO;Arriendo;$ 4.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida264 m²'; 'Área privada264 m²'; 'Valor arriendo$4.500.000';; 'Parqueaderos2'; '4Habitaciones'; '3Baños'; '5Estrato'
4313;1078;0;0;687-M2479857;23/08/2021;Casa;EL POBLADO;Arriendo;$ 3.700.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida257 m²'; 'Área privada257 m²'; 'Valor arriendo$3.700.000';; 'Parqueaderos1'; '3Habitaciones'; '3Baños';" '6Estrato']"""
4314;1078;626.605;-7.559.367;11430-M2845666;20/06/2021;Casa;Los Colores;Arriendo;$ 5.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida210 m²'; 'Área privada210 m²'; 'Valor arriendo$5.000.000';; 'Parqueaderos1'; '5Habitaciones'; '4Baños';" '5Estrato']"""
4315;1078;6.228.654;-75.603.424;4673-33625;24/07/2021;Casa;La Palma;Arriendo;$ 2.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida140 m²'; 'Área privada140 m²'; 'Valor arriendo$2.500.000';;; '4Habitaciones'; '1Baños';" '5Estrato']"""
4316;1078;62.138.567;-7.557.223;2895-M2268548;22/09/2021;Casa;BELEN MIRAVALLE;Arriendo;$ 3.500.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida160 m²'; 'Área privada160 m²'; 'Valor arriendo$3.500.000';; 'Parqueaderos1'; '2Habitaciones'; '4Baños'; '4Estrato'
4317;1079;6.242.377;-7.560.833;11049-M2901089;20/06/2021;Casa;Simon Bolivar;Arriendo;$ 3.300.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida200 m²'; 'Área privada200 m²'; 'Valor arriendo$3.300.000'; 'Valor administración$25.000'; 'Parqueaderos1'; '5Habitaciones'; '2Baños';" '5Estrato']"""
4318;1079;6.199.349;-7.557.092;687-M2721629;23/08/2021;Casa;EL POBLADO;Arriendo;$ 3.400.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$3.400.000';; 'Parqueaderos2'; '4Habitaciones'; '4Baños';" '6Estrato']"""
4319;1079;621.409;-7.558.332;11212-M2858761;24/07/2021;Casa;Campo Amor;Arriendo;$ 1.400.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida144 m²'; 'Área privada144 m²'; 'Valor arriendo$1.400.000';;; '4Habitaciones'; '2Baños';" '4Estrato']"""
4320;1079;62.393.866;-7.560.276;11049-M2953184;22/09/2021;Casa;Laureles;Arriendo;$ 3.800.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$3.800.000'; 'Valor administración$45.000'; 'Parqueaderos1'; '3Habitaciones'; '2Baños'; '5Estrato'
4321;1080;623.898;-75.588.234;4660-10002432;23/08/2021;Casa;BULERIAS;Arriendo;$ 4.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida192 m²'; 'Área privada0 m²'; 'Valor arriendo$4.500.000';; 'Parqueaderos1'; '3Habitaciones'; '2Baños';" '4Estrato']"""
4322;1080;62.475.123;-7.561.256;575-M2857633;24/07/2021;Casa;SANTA MONICA;Arriendo;$ 1.800.000; 'AntigüedadMás de 20 años'; 'Área construida100 m²'; 'Área privada100 m²'; 'Valor arriendo$1.800.000';; 'Parqueaderos1'; '4Habitaciones'; '2Baños';" '4Estrato']"""
4323;1080;62.562.213;-75.596.245;4855-10989;20/06/2021;Casa;Velodromo;Arriendo;$ 3.400.000; 'AntigüedadMás de 20 años'; 'Área construida320 m²'; 'Área privada320 m²'; 'Valor arriendo$3.400.000';; 'Parqueaderos2'; '5Habitaciones'; '5Baños';" '5Estrato']"""
4324;1080;6.183.787;-7.557.238;687-M2565482;22/09/2021;Casa;EL POBLADO;Arriendo;$ 5.300.000; 'AntigüedadMás de 20 años'; 'Área construida318 m²'; 'Área privada318 m²'; 'Valor arriendo$5.300.000';; 'Parqueaderos2'; '4Habitaciones'; '4Baños'; '6Estrato'
4325;1081;6.236.483;-75.593.056;2364-D15529;24/07/2021;Casa;Belen Rosales;Arriendo;$ 3.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida250 m²'; 'Área privada250 m²'; 'Valor arriendo$3.500.000';; 'Parqueaderos1'; '3Habitaciones'; '3Baños';" '5Estrato']"""
4326;1081;6.259.735;-7.559.553;12647-M2884703;23/08/2021;Casa;ESTADIO;Arriendo;$ 6.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida240 m²'; 'Área privada240 m²'; 'Valor arriendo$6.000.000';; 'Parqueaderos2'; '5Habitaciones'; '3Baños';" '5Estrato']"""
4327;1081;61.796.165;-7.557.115;687-M2576293;20/06/2021;Casa;EL POBLADO;Arriendo;$ 30.000.000; 'AntigüedadMás de 20 años'; 'Área construida1150 m²'; 'Área privada1150 m²'; 'Valor arriendo$30.000.000';;; '5Habitaciones'; '5Baños';" '6Estrato']"""
4328;1081;62.063.394;;687-M2512505;22/09/2021;Casa;EL POBLADO;Arriendo;$ 6.300.000; 'AntigüedadMás de 20 años'; 'Área construida300 m²'; 'Área privada300 m²'; 'Valor arriendo$6.300.000';; 'Parqueaderos2'; '3Habitaciones'; '4Baños'; '6Estrato'
4329;1082;62.518.764;-7.559.008;11394-A1602;20/06/2021;Casa;Estadio;Arriendo;$ 4.500.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida370 m²'; 'Área privada370 m²'; 'Valor arriendo$4.500.000';; 'Parqueaderos1'; '4Habitaciones'; '3Baños';" '5Estrato']"""
